,0.0
2006-11-04,1100.0
2006-11-05,1100.0
2006-11-06,1100.0
2006-11-07,1000.0
2006-11-08,1000.0
2006-11-09,1000.0
2006-11-10,1000.0
2006-11-11,1000.0
2006-11-12,1000.0
2006-11-13,1000.0
2006-11-14,1000.0
2006-11-15,900.0
2006-11-16,900.0
2006-11-17,900.0
2006-11-18,900.0
2006-11-19,900.0
2006-11-20,900.0
2006-11-21,900.0
2006-11-22,900.0
2006-11-23,900.0
2006-11-24,900.0
2006-11-25,900.0
2006-11-26,900.0
2006-11-27,900.0
2006-11-28,900.0
2006-11-29,900.0
2006-11-30,900.0
2006-12-01,900.0
2006-12-02,933.3333333333336
2006-12-03,966.6666666666664
2006-12-04,1000.0
2006-12-05,1000.0
2006-12-06,900.0
2006-12-07,900.0
2006-12-08,900.0
2006-12-09,900.0
2006-12-10,900.0
2006-12-11,900.0
2006-12-12,900.0
2006-12-13,900.0
2006-12-14,900.0
2006-12-15,1100.0
2006-12-16,1133.3333333333333
2006-12-17,1166.6666666666667
2006-12-18,1200.0
2006-12-19,1200.0
2006-12-20,1100.0
2006-12-21,1100.0
2006-12-22,1100.0
2006-12-23,1075.0
2006-12-24,1050.0
2006-12-25,1025.0
2006-12-26,1000.0
2006-12-27,1100.0
2006-12-28,1100.0
2006-12-29,1100.0
2006-12-30,1125.0
2006-12-31,1150.0
2007-01-01,1175.0
2007-01-02,1200.0
2007-01-03,1200.0
2007-01-04,1200.0
2007-01-05,1300.0
2007-01-06,1300.0
2007-01-07,1300.0
2007-01-08,1300.0
2007-01-09,1400.0
2007-01-10,1400.0
2007-01-11,1400.0
2007-01-12,1500.0
2007-01-13,1566.666666666667
2007-01-14,1633.333333333333
2007-01-15,1700.0
2007-01-16,1700.0
2007-01-17,1700.0
2007-01-18,1700.0
2007-01-19,1700.0
2007-01-20,1666.666666666667
2007-01-21,1633.333333333333
2007-01-22,1600.0
2007-01-23,1600.0
2007-01-24,1600.0
2007-01-25,1600.0
2007-01-26,1600.0
2007-01-27,1600.0
2007-01-28,1600.0
2007-01-29,1600.0
2007-01-30,1600.0
2007-01-31,1600.0
2007-02-01,1600.0
2007-02-02,1600.0
2007-02-03,1633.333333333333
2007-02-04,1666.666666666667
2007-02-05,1700.0
2007-02-06,2000.0
2007-02-07,2000.0
2007-02-08,2000.0
2007-02-09,2000.0
2007-02-10,1966.666666666667
2007-02-11,1933.333333333333
2007-02-12,1900.0
2007-02-13,2000.0
2007-02-14,2000.0
2007-02-15,1900.0
2007-02-16,1900.0
2007-02-17,1900.0
2007-02-18,1900.0
2007-02-19,1900.0
2007-02-20,1900.0
2007-02-21,1800.0
2007-02-22,1800.0
2007-02-23,1800.0
2007-02-24,1733.333333333333
2007-02-25,1666.666666666667
2007-02-26,1600.0
2007-02-27,1600.0
2007-02-28,1500.0
2007-03-01,1500.0
2007-03-02,1500.0
2007-03-03,1533.333333333333
2007-03-04,1566.666666666667
2007-03-05,1600.0
2007-03-06,1600.0
2007-03-07,1500.0
2007-03-08,1400.0
2007-03-09,1400.0
2007-03-10,1400.0
2007-03-11,1400.0
2007-03-12,1400.0
2007-03-13,1300.0
2007-03-14,1300.0
2007-03-15,1300.0
2007-03-16,1300.0
2007-03-17,1300.0
2007-03-18,1300.0
2007-03-19,1300.0
2007-03-20,1300.0
2007-03-21,1300.0
2007-03-22,1300.0
2007-03-23,1300.0
2007-03-24,1300.0
2007-03-25,1300.0
2007-03-26,1300.0
2007-03-27,1250.0
2007-03-28,1200.0
2007-03-29,1200.0
2007-03-30,1200.0
2007-03-31,1200.0
2007-04-01,1200.0
2007-04-02,1200.0
2007-04-03,1200.0
2007-04-04,1200.0
2007-04-05,1200.0
2007-04-06,1175.0
2007-04-07,1150.0
2007-04-08,1125.0
2007-04-09,1100.0
2007-04-10,1200.0
2007-04-11,1300.0
2007-04-12,1200.0
2007-04-13,1200.0
2007-04-14,1200.0
2007-04-15,1200.0
2007-04-16,1200.0
2007-04-17,1100.0
2007-04-18,1100.0
2007-04-19,1100.0
2007-04-20,1100.0
2007-04-21,1100.0
2007-04-22,1100.0
2007-04-23,1100.0
2007-04-24,1000.0
2007-04-25,1000.0
2007-04-26,1100.0
2007-04-27,1100.0
2007-04-28,1066.6666666666667
2007-04-29,1033.3333333333333
2007-04-30,1000.0
2007-05-01,1000.0
2007-05-02,1000.0
2007-05-03,1000.0
2007-05-04,1000.0
2007-05-05,1000.0
2007-05-06,1000.0
2007-05-07,1000.0
2007-05-08,1000.0
2007-05-09,1000.0
2007-05-10,1000.0
2007-05-11,1000.0
2007-05-12,1000.0
2007-05-13,1000.0
2007-05-14,1000.0
2007-05-15,1000.0
2007-05-16,1000.0
2007-05-17,1000.0
2007-05-18,1000.0
2007-05-19,1000.0
2007-05-20,1000.0
2007-05-21,1000.0
2007-05-22,1000.0
2007-05-23,1000.0
2007-05-24,1000.0
2007-05-25,1000.0
2007-05-26,1000.0
2007-05-27,1000.0
2007-05-28,1000.0
2007-05-29,900.0
2007-05-30,900.0
2007-05-31,900.0
2007-06-01,900.0
2007-06-02,933.3333333333336
2007-06-03,966.6666666666664
2007-06-04,1000.0
2007-06-05,900.0
2007-06-06,1000.0
2007-06-07,1000.0
2007-06-08,1000.0
2007-06-09,1000.0
2007-06-10,1000.0
2007-06-11,1000.0
2007-06-12,1000.0
2007-06-13,1000.0
2007-06-14,1100.0
2007-06-15,1200.0
2007-06-16,1166.6666666666667
2007-06-17,1133.3333333333333
2007-06-18,1100.0
2007-06-19,1100.0
2007-06-20,1300.0
2007-06-21,1300.0
2007-06-22,1300.0
2007-06-23,1300.0
2007-06-24,1300.0
2007-06-25,1300.0
2007-06-26,1200.0
2007-06-27,1200.0
2007-06-28,1200.0
2007-06-29,1200.0
2007-06-30,1200.0
2007-07-01,1200.0
2007-07-02,1200.0
2007-07-03,1200.0
2007-07-04,1200.0
2007-07-05,1300.0
2007-07-06,1300.0
2007-07-07,1300.0
2007-07-08,1300.0
2007-07-09,1300.0
2007-07-10,1500.0
2007-07-11,1500.0
2007-07-12,1400.0
2007-07-13,1500.0
2007-07-14,1500.0
2007-07-15,1500.0
2007-07-16,1500.0
2007-07-17,1500.0
2007-07-18,1500.0
2007-07-19,1500.0
2007-07-20,1500.0
2007-07-21,1466.666666666667
2007-07-22,1433.333333333333
2007-07-23,1400.0
2007-07-24,1400.0
2007-07-25,1400.0
2007-07-26,1500.0
2007-07-27,1500.0
2007-07-28,1466.666666666667
2007-07-29,1433.333333333333
2007-07-30,1400.0
2007-07-31,1500.0
2007-08-01,1400.0
2007-08-02,1400.0
2007-08-03,1400.0
2007-08-04,1433.333333333333
2007-08-05,1466.666666666667
2007-08-06,1500.0
2007-08-07,1400.0
2007-08-08,1400.0
2007-08-09,1500.0
2007-08-10,1500.0
2007-08-11,1533.333333333333
2007-08-12,1566.666666666667
2007-08-13,1600.0
2007-08-14,1600.0
2007-08-15,1650.0
2007-08-16,1700.0
2007-08-17,1700.0
2007-08-18,1833.333333333333
2007-08-19,1966.666666666667
2007-08-20,2100.0
2007-08-21,2300.0
2007-08-22,2300.0
2007-08-23,2200.0
2007-08-24,2100.0
2007-08-25,2100.0
2007-08-26,2100.0
2007-08-27,2100.0
2007-08-28,2200.0
2007-08-29,2200.0
2007-08-30,2200.0
2007-08-31,2200.0
2007-09-01,2200.0
2007-09-02,2200.0
2007-09-03,2200.0
2007-09-04,2200.0
2007-09-05,2200.0
2007-09-06,2200.0
2007-09-07,2200.0
2007-09-08,2200.0
2007-09-09,2200.0
2007-09-10,2200.0
2007-09-11,2200.0
2007-09-12,2200.0
2007-09-13,2200.0
2007-09-14,2200.0
2007-09-15,2200.0
2007-09-16,2200.0
2007-09-17,2200.0
2007-09-18,2200.0
2007-09-19,2200.0
2007-09-20,2200.0
2007-09-21,2200.0
2007-09-22,2200.0
2007-09-23,2200.0
2007-09-24,2200.0
2007-09-25,2200.0
2007-09-26,2300.0
2007-09-27,2300.0
2007-09-28,2300.0
2007-09-29,2433.333333333333
2007-09-30,2566.6666666666665
2007-10-01,2700.0
2007-10-02,2700.0
2007-10-03,2700.0
2007-10-04,2700.0
2007-10-05,2700.0
2007-10-06,2666.6666666666665
2007-10-07,2633.333333333333
2007-10-08,2600.0
2007-10-09,2500.0
2007-10-10,2400.0
2007-10-11,2200.0
2007-10-12,2200.0
2007-10-13,2200.0
2007-10-14,2200.0
2007-10-15,2200.0
2007-10-16,2300.0
2007-10-17,2200.0
2007-10-18,2200.0
2007-10-19,2200.0
2007-10-20,2200.0
2007-10-21,2200.0
2007-10-22,2200.0
2007-10-23,2200.0
2007-10-24,2200.0
2007-10-25,2200.0
2007-10-26,2200.0
2007-10-27,2200.0
2007-10-28,2200.0
2007-10-29,2200.0
2007-10-30,2200.0
2007-10-31,2100.0
2007-11-01,2100.0
2007-11-02,2100.0
2007-11-03,2033.333333333333
2007-11-04,1966.666666666667
2007-11-05,1900.0
2007-11-06,1800.0
2007-11-07,1700.0
2007-11-08,1700.0
2007-11-09,1675.0
2007-11-10,1650.0
2007-11-11,1625.0
2007-11-12,1600.0
2007-11-13,1600.0
2007-11-14,1500.0
2007-11-15,1500.0
2007-11-16,1500.0
2007-11-17,1500.0
2007-11-18,1500.0
2007-11-19,1500.0
2007-11-20,1400.0
2007-11-21,1400.0
2007-11-22,1400.0
2007-11-23,1400.0
2007-11-24,1433.333333333333
2007-11-25,1466.666666666667
2007-11-26,1500.0
2007-11-27,1400.0
2007-11-28,1400.0
2007-11-29,1400.0
2007-11-30,1100.0
2007-12-01,1133.3333333333333
2007-12-02,1166.6666666666667
2007-12-03,1200.0
2007-12-04,1100.0
2007-12-05,1200.0
2007-12-06,1200.0
2007-12-07,1200.0
2007-12-08,1166.6666666666667
2007-12-09,1133.3333333333333
2007-12-10,1100.0
2007-12-11,1100.0
2007-12-12,1100.0
2007-12-13,1000.0
2007-12-14,1000.0
2007-12-15,1000.0
2007-12-16,1000.0
2007-12-17,1000.0
2007-12-18,1000.0
2007-12-19,1000.0
2007-12-20,1000.0
2007-12-21,1000.0
2007-12-22,1000.0
2007-12-23,1000.0
2007-12-24,1000.0
2007-12-25,1000.0
2007-12-26,1000.0
2007-12-27,1000.0
2007-12-28,1000.0
2007-12-29,1000.0
2007-12-30,1000.0
2007-12-31,1000.0
2008-01-01,1000.0
2008-01-02,1000.0
2008-01-03,1000.0
2008-01-04,1100.0
2008-01-05,1066.6666666666667
2008-01-06,1033.3333333333333
2008-01-07,1000.0
2008-01-08,1000.0
2008-01-09,900.0
2008-01-10,900.0
2008-01-11,1000.0
2008-01-12,966.6666666666664
2008-01-13,933.3333333333336
2008-01-14,900.0
2008-01-15,900.0
2008-01-16,900.0
2008-01-17,900.0
2008-01-18,900.0
2008-01-19,933.3333333333336
2008-01-20,966.6666666666664
2008-01-21,1000.0
2008-01-22,1000.0
2008-01-23,900.0
2008-01-24,900.0
2008-01-25,900.0
2008-01-26,900.0
2008-01-27,900.0
2008-01-28,900.0
2008-01-29,900.0
2008-01-30,900.0
2008-01-31,900.0
2008-02-01,900.0
2008-02-02,900.0
2008-02-03,900.0
2008-02-04,900.0
2008-02-05,1000.0
2008-02-06,1000.0
2008-02-07,900.0
2008-02-08,900.0
2008-02-09,900.0
2008-02-10,900.0
2008-02-11,900.0
2008-02-12,900.0
2008-02-13,900.0
2008-02-14,800.0
2008-02-15,800.0
2008-02-16,833.3333333333335
2008-02-17,866.6666666666665
2008-02-18,900.0
2008-02-19,800.0
2008-02-20,800.0
2008-02-21,800.0
2008-02-22,800.0
2008-02-23,800.0
2008-02-24,800.0
2008-02-25,800.0
2008-02-26,800.0
2008-02-27,900.0
2008-02-28,900.0
2008-02-29,900.0
2008-03-01,900.0
2008-03-02,900.0
2008-03-03,900.0
2008-03-04,900.0
2008-03-05,900.0
2008-03-06,900.0
2008-03-07,900.0
2008-03-08,900.0
2008-03-09,900.0
2008-03-10,900.0
2008-03-11,900.0
2008-03-12,900.0
2008-03-13,900.0
2008-03-14,900.0
2008-03-15,900.0
2008-03-16,900.0
2008-03-17,900.0
2008-03-18,900.0
2008-03-19,900.0
2008-03-20,900.0
2008-03-21,925.0
2008-03-22,950.0
2008-03-23,975.0
2008-03-24,1000.0
2008-03-25,1000.0
2008-03-26,1000.0
2008-03-27,1000.0
2008-03-28,1000.0
2008-03-29,1000.0
2008-03-30,1000.0
2008-03-31,1000.0
2008-04-01,1000.0
2008-04-02,1000.0
2008-04-03,1000.0
2008-04-04,1000.0
2008-04-05,966.6666666666664
2008-04-06,933.3333333333336
2008-04-07,900.0
2008-04-08,900.0
2008-04-09,900.0
2008-04-10,900.0
2008-04-11,900.0
2008-04-12,900.0
2008-04-13,900.0
2008-04-14,900.0
2008-04-15,900.0
2008-04-16,900.0
2008-04-17,900.0
2008-04-18,900.0
2008-04-19,900.0
2008-04-20,900.0
2008-04-21,900.0
2008-04-22,900.0
2008-04-23,900.0
2008-04-24,900.0
2008-04-25,900.0
2008-04-26,900.0
2008-04-27,900.0
2008-04-28,900.0
2008-04-29,900.0
2008-04-30,800.0
2008-05-01,800.0
2008-05-02,900.0
2008-05-03,900.0
2008-05-04,900.0
2008-05-05,900.0
2008-05-06,900.0
2008-05-07,900.0
2008-05-08,900.0
2008-05-09,900.0
2008-05-10,900.0
2008-05-11,900.0
2008-05-12,900.0
2008-05-13,900.0
2008-05-14,900.0
2008-05-15,900.0
2008-05-16,900.0
2008-05-17,866.6666666666665
2008-05-18,833.3333333333335
2008-05-19,800.0
2008-05-20,800.0
2008-05-21,800.0
2008-05-22,800.0
2008-05-23,800.0
2008-05-24,833.3333333333335
2008-05-25,866.6666666666665
2008-05-26,900.0
2008-05-27,800.0
2008-05-28,800.0
2008-05-29,800.0
2008-05-30,800.0
2008-05-31,833.3333333333335
2008-06-01,866.6666666666665
2008-06-02,900.0
2008-06-03,900.0
2008-06-04,900.0
2008-06-05,900.0
2008-06-06,900.0
2008-06-07,900.0
2008-06-08,900.0
2008-06-09,900.0
2008-06-10,900.0
2008-06-11,900.0
2008-06-12,900.0
2008-06-13,900.0
2008-06-14,900.0
2008-06-15,900.0
2008-06-16,900.0
2008-06-17,1000.0
2008-06-18,1000.0
2008-06-19,900.0
2008-06-20,900.0
2008-06-21,900.0
2008-06-22,900.0
2008-06-23,900.0
2008-06-24,900.0
2008-06-25,1000.0
2008-06-26,1000.0
2008-06-27,1000.0
2008-06-28,1000.0
2008-06-29,1000.0
2008-06-30,1000.0
2008-07-01,1000.0
2008-07-02,1000.0
2008-07-03,1000.0
2008-07-04,1000.0
2008-07-05,1000.0
2008-07-06,1000.0
2008-07-07,1000.0
2008-07-08,1000.0
2008-07-09,1000.0
2008-07-10,1000.0
2008-07-11,1000.0
2008-07-12,1000.0
2008-07-13,1000.0
2008-07-14,1000.0
2008-07-15,1000.0
2008-07-16,1000.0
2008-07-17,1000.0
2008-07-18,1000.0
2008-07-19,1033.3333333333333
2008-07-20,1066.6666666666667
2008-07-21,1100.0
2008-07-22,1100.0
2008-07-23,1200.0
2008-07-24,1200.0
2008-07-25,1200.0
2008-07-26,1233.3333333333333
2008-07-27,1266.6666666666667
2008-07-28,1300.0
2008-07-29,1300.0
2008-07-30,1300.0
2008-07-31,1300.0
2008-08-01,1300.0
2008-08-02,1300.0
2008-08-03,1300.0
2008-08-04,1300.0
2008-08-05,1400.0
2008-08-06,1500.0
2008-08-07,1500.0
2008-08-08,1500.0
2008-08-09,1500.0
2008-08-10,1500.0
2008-08-11,1500.0
2008-08-12,1500.0
2008-08-13,1500.0
2008-08-14,1500.0
2008-08-15,1500.0
2008-08-16,1500.0
2008-08-17,1500.0
2008-08-18,1500.0
2008-08-19,1500.0
2008-08-20,1500.0
2008-08-21,1500.0
2008-08-22,1500.0
2008-08-23,1500.0
2008-08-24,1500.0
2008-08-25,1500.0
2008-08-26,1500.0
2008-08-27,1500.0
2008-08-28,1500.0
2008-08-29,1500.0
2008-08-30,1533.333333333333
2008-08-31,1566.666666666667
2008-09-01,1600.0
2008-09-02,1500.0
2008-09-03,1400.0
2008-09-04,1500.0
2008-09-05,1400.0
2008-09-06,1400.0
2008-09-07,1400.0
2008-09-08,1400.0
2008-09-09,1400.0
2008-09-10,1400.0
2008-09-11,1400.0
2008-09-12,1400.0
2008-09-13,1400.0
2008-09-14,1400.0
2008-09-15,1400.0
2008-09-16,1500.0
2008-09-17,1500.0
2008-09-18,1500.0
2008-09-19,1400.0
2008-09-20,1400.0
2008-09-21,1400.0
2008-09-22,1400.0
2008-09-23,1400.0
2008-09-24,1500.0
2008-09-25,1500.0
2008-09-26,1500.0
2008-09-27,1500.0
2008-09-28,1500.0
2008-09-29,1500.0
2008-09-30,1500.0
2008-10-01,1500.0
2008-10-02,1500.0
2008-10-03,1500.0
2008-10-04,1466.666666666667
2008-10-05,1433.333333333333
2008-10-06,1400.0
2008-10-07,1400.0
2008-10-08,1400.0
2008-10-09,1400.0
2008-10-10,1400.0
2008-10-11,1400.0
2008-10-12,1400.0
2008-10-13,1400.0
2008-10-14,1400.0
2008-10-15,1700.0
2008-10-16,1600.0
2008-10-17,1600.0
2008-10-18,1600.0
2008-10-19,1600.0
2008-10-20,1600.0
2008-10-21,1600.0
2008-10-22,1600.0
2008-10-23,1600.0
2008-10-24,1600.0
2008-10-25,1600.0
2008-10-26,1600.0
2008-10-27,1600.0
2008-10-28,1600.0
2008-10-29,1600.0
2008-10-30,1700.0
2008-10-31,1600.0
2008-11-01,1633.333333333333
2008-11-02,1666.666666666667
2008-11-03,1700.0
2008-11-04,1700.0
2008-11-05,1700.0
2008-11-06,1700.0
2008-11-07,1700.0
2008-11-08,1700.0
2008-11-09,1700.0
2008-11-10,1700.0
2008-11-11,1700.0
2008-11-12,1900.0
2008-11-13,1900.0
2008-11-14,1900.0
2008-11-15,1866.666666666667
2008-11-16,1833.333333333333
2008-11-17,1800.0
2008-11-18,1800.0
2008-11-19,1800.0
2008-11-20,1800.0
2008-11-21,1800.0
2008-11-22,1800.0
2008-11-23,1800.0
2008-11-24,1800.0
2008-11-25,1900.0
2008-11-26,1900.0
2008-11-27,1900.0
2008-11-28,1900.0
2008-11-29,1966.666666666667
2008-11-30,2033.333333333333
2008-12-01,2100.0
2008-12-02,2100.0
2008-12-03,2000.0
2008-12-04,2000.0
2008-12-05,2100.0
2008-12-06,2100.0
2008-12-07,2100.0
2008-12-08,2100.0
2008-12-09,2050.0
2008-12-10,2000.0
2008-12-11,2000.0
2008-12-12,2000.0
2008-12-13,2033.333333333333
2008-12-14,2066.6666666666665
2008-12-15,2100.0
2008-12-16,2100.0
2008-12-17,2100.0
2008-12-18,2000.0
2008-12-19,2000.0
2008-12-20,2000.0
2008-12-21,2000.0
2008-12-22,2000.0
2008-12-23,2000.0
2008-12-24,1900.0
2008-12-25,1950.0
2008-12-26,2000.0
2008-12-27,2000.0
2008-12-28,2000.0
2008-12-29,2000.0
2008-12-30,2100.0
2008-12-31,2100.0
2009-01-01,2100.0
2009-01-02,2100.0
2009-01-03,2100.0
2009-01-04,2100.0
2009-01-05,2100.0
2009-01-06,2100.0
2009-01-07,2100.0
2009-01-08,2100.0
2009-01-09,2100.0
2009-01-10,2133.333333333333
2009-01-11,2166.6666666666665
2009-01-12,2200.0
2009-01-13,2200.0
2009-01-14,2100.0
2009-01-15,2100.0
2009-01-16,2100.0
2009-01-17,2100.0
2009-01-18,2100.0
2009-01-19,2100.0
2009-01-20,2200.0
2009-01-21,2200.0
2009-01-22,2200.0
2009-01-23,2200.0
2009-01-24,2175.0
2009-01-25,2150.0
2009-01-26,2125.0
2009-01-27,2100.0
2009-01-28,2100.0
2009-01-29,2100.0
2009-01-30,2100.0
2009-01-31,2066.6666666666665
2009-02-01,2033.333333333333
2009-02-02,2000.0
2009-02-03,1900.0
2009-02-04,1900.0
2009-02-05,1900.0
2009-02-06,1900.0
2009-02-07,1900.0
2009-02-08,1900.0
2009-02-09,1900.0
2009-02-10,1700.0
2009-02-11,1700.0
2009-02-12,1700.0
2009-02-13,1700.0
2009-02-14,1700.0
2009-02-15,1700.0
2009-02-16,1700.0
2009-02-17,1700.0
2009-02-18,1700.0
2009-02-19,1800.0
2009-02-20,1800.0
2009-02-21,1833.333333333333
2009-02-22,1866.666666666667
2009-02-23,1900.0
2009-02-24,1900.0
2009-02-25,1900.0
2009-02-26,1900.0
2009-02-27,1900.0
2009-02-28,1866.666666666667
2009-03-01,1833.333333333333
2009-03-02,1800.0
2009-03-03,1800.0
2009-03-04,1900.0
2009-03-05,1900.0
2009-03-06,1900.0
2009-03-07,1900.0
2009-03-08,1900.0
2009-03-09,1900.0
2009-03-10,1866.666666666667
2009-03-11,1833.333333333333
2009-03-12,1800.0
2009-03-13,1800.0
2009-03-14,1800.0
2009-03-15,1800.0
2009-03-16,1800.0
2009-03-17,1800.0
2009-03-18,1800.0
2009-03-19,1800.0
